slot_id,day_of_week,start_time,end_time,duration_minutes,scheme,campus,slot_type,applicable_batches,max_concurrent_activities,priority_level,room_availability,teacher_availability,break_slot,lunch_slot,elective_slot,lab_preferred,rush_period,booking_status,conflict_level,utilization_rate,notes
SLOT05245,Friday,12:00,13:00,60,A,Campus-3,Morning Session,"A01, A02, A03, A04, A05, A06",8,High,High Demand,Peak Availability,False,True,False,True,True,Available,Very High,84,Friday 12:00-13:00 slot for A scheme
SLOT05246,Friday,13:00,14:00,60,A,Campus-3,Afternoon Session,"A01, A02, A03, A04, A05, A06",8,High,High Demand,Peak Availability,False,False,False,True,True,Available,Very High,76,Friday 13:00-14:00 slot for A scheme
SLOT05247,Friday,14:00,15:00,60,A,Campus-3,Afternoon Session,"A01, A02, A03, A04, A05, A06",8,High,High Demand,Peak Availability,False,False,True,True,True,Available,Very High,89,Friday 14:00-15:00 slot for A scheme
SLOT05248,Friday,15:00,16:00,60,A,Campus-3,Afternoon Session,"A01, A02, A03, A04, A05, A06",8,Low,High Demand,Limited Availability,False,False,False,True,False,Available,Medium,78,Friday 15:00-16:00 slot for A scheme
SLOT05249,Friday,16:00,17:00,60,A,Campus-3,Afternoon Session,"A01, A02, A03, A04, A05, A06",8,Low,Moderate,Limited Availability,False,False,False,True,False,Available,Low,87,Friday 16:00-17:00 slot for A scheme
SLOT05250,Friday,17:00,18:00,60,A,Campus-3,Afternoon Session,"A01, A02, A03, A04, A05, A06",6,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,95,Friday 17:00-18:00 slot for A scheme
SLOT05251,Friday,08:00,09:00,60,A,Campus-15B,Morning Session,"A31, A32, A33, A34, A35, A36",5,Low,Moderate,Peak Availability,False,False,False,False,False,Available,Low,91,Friday 08:00-09:00 slot for A scheme
SLOT05252,Friday,09:00,10:00,60,A,Campus-15B,Morning Session,"A31, A32, A33, A34, A35, A36",5,High,Moderate,Peak Availability,False,False,False,False,False,Available,Medium,69,Friday 09:00-10:00 slot for A scheme
SLOT05253,Friday,10:00,11:00,60,A,Campus-15B,Morning Session,"A31, A32, A33, A34, A35, A36",7,High,High Demand,Peak Availability,False,False,False,True,False,Available,High,72,Friday 10:00-11:00 slot for A scheme
SLOT05254,Friday,11:00,12:00,60,A,Campus-15B,Morning Session,"A31, A32, A33, A34, A35, A36",7,High,High Demand,Peak Availability,False,False,False,True,False,Available,High,78,Friday 11:00-12:00 slot for A scheme
SLOT05255,Friday,12:00,13:00,60,A,Campus-15B,Morning Session,"A31, A32, A33, A34, A35, A36",7,High,High Demand,Peak Availability,False,True,False,True,True,Available,Very High,73,Friday 12:00-13:00 slot for A scheme
SLOT05256,Friday,13:00,14:00,60,A,Campus-15B,Afternoon Session,"A31, A32, A33, A34, A35, A36",7,High,High Demand,Peak Availability,False,False,False,True,True,Available,Very High,63,Friday 13:00-14:00 slot for A scheme
SLOT05257,Friday,14:00,15:00,60,A,Campus-15B,Afternoon Session,"A31, A32, A33, A34, A35, A36",7,High,High Demand,Peak Availability,False,False,True,True,True,Available,Very High,94,Friday 14:00-15:00 slot for A scheme
SLOT05258,Friday,15:00,16:00,60,A,Campus-15B,Afternoon Session,"A31, A32, A33, A34, A35, A36",7,Low,High Demand,Limited Availability,False,False,False,True,False,Available,Medium,63,Friday 15:00-16:00 slot for A scheme
SLOT05259,Friday,16:00,17:00,60,A,Campus-15B,Afternoon Session,"A31, A32, A33, A34, A35, A36",7,Low,Moderate,Limited Availability,False,False,False,True,False,Available,Low,80,Friday 16:00-17:00 slot for A scheme
SLOT05260,Friday,17:00,18:00,60,A,Campus-15B,Afternoon Session,"A31, A32, A33, A34, A35, A36",5,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,63,Friday 17:00-18:00 slot for A scheme
SLOT05261,Friday,08:00,09:00,60,A,Campus-8,Morning Session,"A13, A14, A15, A16, A17, A18",4,Low,Moderate,Peak Availability,False,False,False,False,False,Available,Low,63,Friday 08:00-09:00 slot for A scheme
SLOT05262,Friday,09:00,10:00,60,A,Campus-8,Morning Session,"A13, A14, A15, A16, A17, A18",4,High,Moderate,Peak Availability,False,False,False,False,False,Available,Medium,90,Friday 09:00-10:00 slot for A scheme
SLOT05263,Friday,10:00,11:00,60,A,Campus-8,Morning Session,"A13, A14, A15, A16, A17, A18",6,High,High Demand,Peak Availability,False,False,False,True,False,Available,High,92,Friday 10:00-11:00 slot for A scheme
SLOT05264,Friday,11:00,12:00,60,A,Campus-8,Morning Session,"A13, A14, A15, A16, A17, A18",6,High,High Demand,Peak Availability,False,False,False,True,False,Available,High,93,Friday 11:00-12:00 slot for A scheme
SLOT05265,Friday,12:00,13:00,60,A,Campus-8,Morning Session,"A13, A14, A15, A16, A17, A18",6,High,High Demand,Peak Availability,False,True,False,True,True,Available,Very High,70,Friday 12:00-13:00 slot for A scheme
SLOT05266,Friday,13:00,14:00,60,A,Campus-8,Afternoon Session,"A13, A14, A15, A16, A17, A18",6,High,High Demand,Peak Availability,False,False,False,True,True,Available,Very High,63,Friday 13:00-14:00 slot for A scheme
SLOT05267,Friday,14:00,15:00,60,A,Campus-8,Afternoon Session,"A13, A14, A15, A16, A17, A18",6,High,High Demand,Peak Availability,False,False,True,True,True,Available,Very High,92,Friday 14:00-15:00 slot for A scheme
SLOT05268,Friday,15:00,16:00,60,A,Campus-8,Afternoon Session,"A13, A14, A15, A16, A17, A18",6,Low,High Demand,Limited Availability,False,False,False,True,False,Available,Medium,65,Friday 15:00-16:00 slot for A scheme
SLOT05269,Friday,16:00,17:00,60,A,Campus-8,Afternoon Session,"A13, A14, A15, A16, A17, A18",6,Low,Moderate,Limited Availability,False,False,False,True,False,Available,Low,71,Friday 16:00-17:00 slot for A scheme
SLOT05270,Friday,17:00,18:00,60,A,Campus-8,Afternoon Session,"A13, A14, A15, A16, A17, A18",4,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,64,Friday 17:00-18:00 slot for A scheme
SLOT05271,Friday,08:00,09:00,60,B,Campus-3,Morning Session,"B01, B02, B03, B04, B05, B06",6,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,64,Friday 08:00-09:00 slot for B scheme
SLOT05272,Friday,09:00,10:00,60,B,Campus-3,Morning Session,"B01, B02, B03, B04, B05, B06",6,High,Moderate,Limited Availability,False,False,False,False,False,Available,Medium,75,Friday 09:00-10:00 slot for B scheme
SLOT05273,Friday,10:00,11:00,60,B,Campus-3,Morning Session,"B01, B02, B03, B04, B05, B06",8,High,High Demand,Peak Availability,False,False,False,True,False,Available,High,85,Friday 10:00-11:00 slot for B scheme
SLOT05274,Friday,11:00,12:00,60,B,Campus-3,Morning Session,"B01, B02, B03, B04, B05, B06",8,High,High Demand,Peak Availability,False,False,False,True,False,Available,High,67,Friday 11:00-12:00 slot for B scheme
SLOT05275,Friday,12:00,13:00,60,B,Campus-3,Morning Session,"B01, B02, B03, B04, B05, B06",8,High,High Demand,Peak Availability,False,True,False,True,True,Available,Very High,75,Friday 12:00-13:00 slot for B scheme
SLOT05276,Friday,13:00,14:00,60,B,Campus-3,Afternoon Session,"B01, B02, B03, B04, B05, B06",8,High,High Demand,Peak Availability,False,False,False,True,True,Available,Very High,62,Friday 13:00-14:00 slot for B scheme
SLOT05277,Friday,14:00,15:00,60,B,Campus-3,Afternoon Session,"B01, B02, B03, B04, B05, B06",8,High,High Demand,Peak Availability,False,False,True,True,True,Available,Very High,65,Friday 14:00-15:00 slot for B scheme
SLOT05278,Friday,15:00,16:00,60,B,Campus-3,Afternoon Session,"B01, B02, B03, B04, B05, B06",8,Low,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,86,Friday 15:00-16:00 slot for B scheme
SLOT05279,Friday,16:00,17:00,60,B,Campus-3,Afternoon Session,"B01, B02, B03, B04, B05, B06",8,Low,Moderate,Peak Availability,False,False,False,True,False,Available,Low,93,Friday 16:00-17:00 slot for B scheme
SLOT05280,Friday,17:00,18:00,60,B,Campus-3,Afternoon Session,"B01, B02, B03, B04, B05, B06",6,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,80,Friday 17:00-18:00 slot for B scheme
SLOT05281,Friday,08:00,09:00,60,B,Campus-15B,Morning Session,"B31, B32, B33, B34, B35, B36",5,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,76,Friday 08:00-09:00 slot for B scheme
SLOT05282,Friday,09:00,10:00,60,B,Campus-15B,Morning Session,"B31, B32, B33, B34, B35, B36",5,High,Moderate,Limited Availability,False,False,False,False,False,Available,Medium,73,Friday 09:00-10:00 slot for B scheme
SLOT05283,Friday,10:00,11:00,60,B,Campus-15B,Morning Session,"B31, B32, B33, B34, B35, B36",7,High,High Demand,Peak Availability,False,False,False,True,False,Available,High,80,Friday 10:00-11:00 slot for B scheme
SLOT05284,Friday,11:00,12:00,60,B,Campus-15B,Morning Session,"B31, B32, B33, B34, B35, B36",7,High,High Demand,Peak Availability,False,False,False,True,False,Available,High,75,Friday 11:00-12:00 slot for B scheme
SLOT05285,Friday,12:00,13:00,60,B,Campus-15B,Morning Session,"B31, B32, B33, B34, B35, B36",7,High,High Demand,Peak Availability,False,True,False,True,True,Available,Very High,76,Friday 12:00-13:00 slot for B scheme
SLOT05286,Friday,13:00,14:00,60,B,Campus-15B,Afternoon Session,"B31, B32, B33, B34, B35, B36",7,High,High Demand,Peak Availability,False,False,False,True,True,Available,Very High,85,Friday 13:00-14:00 slot for B scheme
SLOT05287,Friday,14:00,15:00,60,B,Campus-15B,Afternoon Session,"B31, B32, B33, B34, B35, B36",7,High,High Demand,Peak Availability,False,False,True,True,True,Available,Very High,68,Friday 14:00-15:00 slot for B scheme
SLOT05288,Friday,15:00,16:00,60,B,Campus-15B,Afternoon Session,"B31, B32, B33, B34, B35, B36",7,Low,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,79,Friday 15:00-16:00 slot for B scheme
SLOT05289,Friday,16:00,17:00,60,B,Campus-15B,Afternoon Session,"B31, B32, B33, B34, B35, B36",7,Low,Moderate,Peak Availability,False,False,False,True,False,Available,Low,89,Friday 16:00-17:00 slot for B scheme
SLOT05290,Friday,17:00,18:00,60,B,Campus-15B,Afternoon Session,"B31, B32, B33, B34, B35, B36",5,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,80,Friday 17:00-18:00 slot for B scheme
SLOT05291,Friday,08:00,09:00,60,B,Campus-8,Morning Session,"B13, B14, B15, B16, B17, B18",4,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,64,Friday 08:00-09:00 slot for B scheme
SLOT05292,Friday,09:00,10:00,60,B,Campus-8,Morning Session,"B13, B14, B15, B16, B17, B18",4,High,Moderate,Limited Availability,False,False,False,False,False,Available,Medium,60,Friday 09:00-10:00 slot for B scheme
SLOT05293,Friday,10:00,11:00,60,B,Campus-8,Morning Session,"B13, B14, B15, B16, B17, B18",6,High,High Demand,Peak Availability,False,False,False,True,False,Available,High,89,Friday 10:00-11:00 slot for B scheme
SLOT05294,Friday,11:00,12:00,60,B,Campus-8,Morning Session,"B13, B14, B15, B16, B17, B18",6,High,High Demand,Peak Availability,False,False,False,True,False,Available,High,66,Friday 11:00-12:00 slot for B scheme
SLOT05295,Friday,12:00,13:00,60,B,Campus-8,Morning Session,"B13, B14, B15, B16, B17, B18",6,High,High Demand,Peak Availability,False,True,False,True,True,Available,Very High,64,Friday 12:00-13:00 slot for B scheme
SLOT05296,Friday,13:00,14:00,60,B,Campus-8,Afternoon Session,"B13, B14, B15, B16, B17, B18",6,High,High Demand,Peak Availability,False,False,False,True,True,Available,Very High,94,Friday 13:00-14:00 slot for B scheme
SLOT05297,Friday,14:00,15:00,60,B,Campus-8,Afternoon Session,"B13, B14, B15, B16, B17, B18",6,High,High Demand,Peak Availability,False,False,True,True,True,Available,Very High,73,Friday 14:00-15:00 slot for B scheme
SLOT05298,Friday,15:00,16:00,60,B,Campus-8,Afternoon Session,"B13, B14, B15, B16, B17, B18",6,Low,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,92,Friday 15:00-16:00 slot for B scheme
SLOT05299,Friday,16:00,17:00,60,B,Campus-8,Afternoon Session,"B13, B14, B15, B16, B17, B18",6,Low,Moderate,Peak Availability,False,False,False,True,False,Available,Low,76,Friday 16:00-17:00 slot for B scheme
SLOT05300,Friday,17:00,18:00,60,B,Campus-8,Afternoon Session,"B13, B14, B15, B16, B17, B18",4,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,68,Friday 17:00-18:00 slot for B scheme
SLOT05301,Saturday,08:00,09:00,60,A,Campus-3,Morning Session,"A01, A02, A03, A04, A05, A06",6,Low,Moderate,Peak Availability,False,False,False,False,False,Available,Low,82,Saturday 08:00-09:00 slot for A scheme
SLOT05302,Saturday,09:00,10:00,60,A,Campus-3,Morning Session,"A01, A02, A03, A04, A05, A06",6,Medium,Moderate,Peak Availability,False,False,True,False,False,Available,Medium,64,Saturday 09:00-10:00 slot for A scheme
SLOT05303,Saturday,10:00,11:00,60,A,Campus-3,Morning Session,"A01, A02, A03, A04, A05, A06",8,Medium,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,75,Saturday 10:00-11:00 slot for A scheme
SLOT05304,Saturday,11:00,12:00,60,A,Campus-3,Morning Session,"A01, A02, A03, A04, A05, A06",8,Medium,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,83,Saturday 11:00-12:00 slot for A scheme
SLOT05305,Saturday,12:00,13:00,60,A,Campus-3,Morning Session,"A01, A02, A03, A04, A05, A06",8,Medium,High Demand,Peak Availability,False,True,False,True,True,Available,Very High,78,Saturday 12:00-13:00 slot for A scheme
SLOT05306,Saturday,13:00,14:00,60,A,Campus-3,Afternoon Session,"A01, A02, A03, A04, A05, A06",8,Low,High Demand,Peak Availability,False,False,False,True,True,Available,Very High,70,Saturday 13:00-14:00 slot for A scheme
SLOT05307,Saturday,14:00,15:00,60,A,Campus-3,Afternoon Session,"A01, A02, A03, A04, A05, A06",8,Low,High Demand,Peak Availability,False,False,False,True,True,Available,Very High,88,Saturday 14:00-15:00 slot for A scheme
SLOT05308,Saturday,15:00,16:00,60,A,Campus-3,Afternoon Session,"A01, A02, A03, A04, A05, A06",8,Low,High Demand,Limited Availability,False,False,False,True,False,Available,Medium,94,Saturday 15:00-16:00 slot for A scheme
SLOT05309,Saturday,16:00,17:00,60,A,Campus-3,Afternoon Session,"A01, A02, A03, A04, A05, A06",8,Low,Moderate,Limited Availability,False,False,False,True,False,Available,Low,79,Saturday 16:00-17:00 slot for A scheme
SLOT05310,Saturday,17:00,18:00,60,A,Campus-3,Afternoon Session,"A01, A02, A03, A04, A05, A06",6,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,93,Saturday 17:00-18:00 slot for A scheme
SLOT05311,Saturday,08:00,09:00,60,A,Campus-15B,Morning Session,"A31, A32, A33, A34, A35, A36",5,Low,Moderate,Peak Availability,False,False,False,False,False,Available,Low,60,Saturday 08:00-09:00 slot for A scheme
SLOT05312,Saturday,09:00,10:00,60,A,Campus-15B,Morning Session,"A31, A32, A33, A34, A35, A36",5,Medium,Moderate,Peak Availability,False,False,True,False,False,Available,Medium,95,Saturday 09:00-10:00 slot for A scheme
SLOT05313,Saturday,10:00,11:00,60,A,Campus-15B,Morning Session,"A31, A32, A33, A34, A35, A36",7,Medium,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,79,Saturday 10:00-11:00 slot for A scheme
SLOT05314,Saturday,11:00,12:00,60,A,Campus-15B,Morning Session,"A31, A32, A33, A34, A35, A36",7,Medium,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,66,Saturday 11:00-12:00 slot for A scheme
SLOT05315,Saturday,12:00,13:00,60,A,Campus-15B,Morning Session,"A31, A32, A33, A34, A35, A36",7,Medium,High Demand,Peak Availability,False,True,False,True,True,Available,Very High,68,Saturday 12:00-13:00 slot for A scheme
SLOT05316,Saturday,13:00,14:00,60,A,Campus-15B,Afternoon Session,"A31, A32, A33, A34, A35, A36",7,Low,High Demand,Peak Availability,False,False,False,True,True,Available,Very High,76,Saturday 13:00-14:00 slot for A scheme
SLOT05317,Saturday,14:00,15:00,60,A,Campus-15B,Afternoon Session,"A31, A32, A33, A34, A35, A36",7,Low,High Demand,Peak Availability,False,False,False,True,True,Available,Very High,67,Saturday 14:00-15:00 slot for A scheme
SLOT05318,Saturday,15:00,16:00,60,A,Campus-15B,Afternoon Session,"A31, A32, A33, A34, A35, A36",7,Low,High Demand,Limited Availability,False,False,False,True,False,Available,Medium,66,Saturday 15:00-16:00 slot for A scheme
SLOT05319,Saturday,16:00,17:00,60,A,Campus-15B,Afternoon Session,"A31, A32, A33, A34, A35, A36",7,Low,Moderate,Limited Availability,False,False,False,True,False,Available,Low,95,Saturday 16:00-17:00 slot for A scheme
SLOT05320,Saturday,17:00,18:00,60,A,Campus-15B,Afternoon Session,"A31, A32, A33, A34, A35, A36",5,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,69,Saturday 17:00-18:00 slot for A scheme
SLOT05321,Saturday,08:00,09:00,60,A,Campus-8,Morning Session,"A13, A14, A15, A16, A17, A18",4,Low,Moderate,Peak Availability,False,False,False,False,False,Available,Low,77,Saturday 08:00-09:00 slot for A scheme
SLOT05322,Saturday,09:00,10:00,60,A,Campus-8,Morning Session,"A13, A14, A15, A16, A17, A18",4,Medium,Moderate,Peak Availability,False,False,True,False,False,Available,Medium,78,Saturday 09:00-10:00 slot for A scheme
SLOT05323,Saturday,10:00,11:00,60,A,Campus-8,Morning Session,"A13, A14, A15, A16, A17, A18",6,Medium,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,73,Saturday 10:00-11:00 slot for A scheme
SLOT05324,Saturday,11:00,12:00,60,A,Campus-8,Morning Session,"A13, A14, A15, A16, A17, A18",6,Medium,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,81,Saturday 11:00-12:00 slot for A scheme
SLOT05325,Saturday,12:00,13:00,60,A,Campus-8,Morning Session,"A13, A14, A15, A16, A17, A18",6,Medium,High Demand,Peak Availability,False,True,False,True,True,Available,Very High,73,Saturday 12:00-13:00 slot for A scheme
SLOT05326,Saturday,13:00,14:00,60,A,Campus-8,Afternoon Session,"A13, A14, A15, A16, A17, A18",6,Low,High Demand,Peak Availability,False,False,False,True,True,Available,Very High,76,Saturday 13:00-14:00 slot for A scheme
SLOT05327,Saturday,14:00,15:00,60,A,Campus-8,Afternoon Session,"A13, A14, A15, A16, A17, A18",6,Low,High Demand,Peak Availability,False,False,False,True,True,Available,Very High,92,Saturday 14:00-15:00 slot for A scheme
SLOT05328,Saturday,15:00,16:00,60,A,Campus-8,Afternoon Session,"A13, A14, A15, A16, A17, A18",6,Low,High Demand,Limited Availability,False,False,False,True,False,Available,Medium,91,Saturday 15:00-16:00 slot for A scheme
SLOT05329,Saturday,16:00,17:00,60,A,Campus-8,Afternoon Session,"A13, A14, A15, A16, A17, A18",6,Low,Moderate,Limited Availability,False,False,False,True,False,Available,Low,76,Saturday 16:00-17:00 slot for A scheme
SLOT05330,Saturday,17:00,18:00,60,A,Campus-8,Afternoon Session,"A13, A14, A15, A16, A17, A18",4,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,63,Saturday 17:00-18:00 slot for A scheme
SLOT05331,Saturday,08:00,09:00,60,B,Campus-3,Morning Session,"B01, B02, B03, B04, B05, B06",6,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,65,Saturday 08:00-09:00 slot for B scheme
SLOT05332,Saturday,09:00,10:00,60,B,Campus-3,Morning Session,"B01, B02, B03, B04, B05, B06",6,Medium,Moderate,Limited Availability,False,False,True,False,False,Available,Medium,87,Saturday 09:00-10:00 slot for B scheme
SLOT05333,Saturday,10:00,11:00,60,B,Campus-3,Morning Session,"B01, B02, B03, B04, B05, B06",8,Medium,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,77,Saturday 10:00-11:00 slot for B scheme
SLOT05334,Saturday,11:00,12:00,60,B,Campus-3,Morning Session,"B01, B02, B03, B04, B05, B06",8,Medium,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,62,Saturday 11:00-12:00 slot for B scheme
SLOT05335,Saturday,12:00,13:00,60,B,Campus-3,Morning Session,"B01, B02, B03, B04, B05, B06",8,Medium,High Demand,Peak Availability,False,True,False,True,True,Available,Very High,60,Saturday 12:00-13:00 slot for B scheme
SLOT05336,Saturday,13:00,14:00,60,B,Campus-3,Afternoon Session,"B01, B02, B03, B04, B05, B06",8,Low,High Demand,Peak Availability,False,False,False,True,True,Available,Very High,81,Saturday 13:00-14:00 slot for B scheme
SLOT05337,Saturday,14:00,15:00,60,B,Campus-3,Afternoon Session,"B01, B02, B03, B04, B05, B06",8,Low,High Demand,Peak Availability,False,False,False,True,True,Available,Very High,68,Saturday 14:00-15:00 slot for B scheme
SLOT05338,Saturday,15:00,16:00,60,B,Campus-3,Afternoon Session,"B01, B02, B03, B04, B05, B06",8,Low,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,76,Saturday 15:00-16:00 slot for B scheme
SLOT05339,Saturday,16:00,17:00,60,B,Campus-3,Afternoon Session,"B01, B02, B03, B04, B05, B06",8,Low,Moderate,Peak Availability,False,False,False,True,False,Available,Low,70,Saturday 16:00-17:00 slot for B scheme
SLOT05340,Saturday,17:00,18:00,60,B,Campus-3,Afternoon Session,"B01, B02, B03, B04, B05, B06",6,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,88,Saturday 17:00-18:00 slot for B scheme
SLOT05341,Saturday,08:00,09:00,60,B,Campus-15B,Morning Session,"B31, B32, B33, B34, B35, B36",5,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,95,Saturday 08:00-09:00 slot for B scheme
SLOT05342,Saturday,09:00,10:00,60,B,Campus-15B,Morning Session,"B31, B32, B33, B34, B35, B36",5,Medium,Moderate,Limited Availability,False,False,True,False,False,Available,Medium,87,Saturday 09:00-10:00 slot for B scheme
SLOT05343,Saturday,10:00,11:00,60,B,Campus-15B,Morning Session,"B31, B32, B33, B34, B35, B36",7,Medium,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,95,Saturday 10:00-11:00 slot for B scheme
SLOT05344,Saturday,11:00,12:00,60,B,Campus-15B,Morning Session,"B31, B32, B33, B34, B35, B36",7,Medium,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,60,Saturday 11:00-12:00 slot for B scheme
SLOT05345,Saturday,12:00,13:00,60,B,Campus-15B,Morning Session,"B31, B32, B33, B34, B35, B36",7,Medium,High Demand,Peak Availability,False,True,False,True,True,Available,Very High,67,Saturday 12:00-13:00 slot for B scheme
SLOT05346,Saturday,13:00,14:00,60,B,Campus-15B,Afternoon Session,"B31, B32, B33, B34, B35, B36",7,Low,High Demand,Peak Availability,False,False,False,True,True,Available,Very High,64,Saturday 13:00-14:00 slot for B scheme
SLOT05347,Saturday,14:00,15:00,60,B,Campus-15B,Afternoon Session,"B31, B32, B33, B34, B35, B36",7,Low,High Demand,Peak Availability,False,False,False,True,True,Available,Very High,69,Saturday 14:00-15:00 slot for B scheme
SLOT05348,Saturday,15:00,16:00,60,B,Campus-15B,Afternoon Session,"B31, B32, B33, B34, B35, B36",7,Low,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,94,Saturday 15:00-16:00 slot for B scheme
SLOT05349,Saturday,16:00,17:00,60,B,Campus-15B,Afternoon Session,"B31, B32, B33, B34, B35, B36",7,Low,Moderate,Peak Availability,False,False,False,True,False,Available,Low,62,Saturday 16:00-17:00 slot for B scheme
SLOT05350,Saturday,17:00,18:00,60,B,Campus-15B,Afternoon Session,"B31, B32, B33, B34, B35, B36",5,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,83,Saturday 17:00-18:00 slot for B scheme
SLOT05351,Saturday,08:00,09:00,60,B,Campus-8,Morning Session,"B13, B14, B15, B16, B17, B18",4,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,95,Saturday 08:00-09:00 slot for B scheme
SLOT05352,Saturday,09:00,10:00,60,B,Campus-8,Morning Session,"B13, B14, B15, B16, B17, B18",4,Medium,Moderate,Limited Availability,False,False,True,False,False,Available,Medium,69,Saturday 09:00-10:00 slot for B scheme
SLOT05353,Saturday,10:00,11:00,60,B,Campus-8,Morning Session,"B13, B14, B15, B16, B17, B18",6,Medium,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,87,Saturday 10:00-11:00 slot for B scheme
SLOT05354,Saturday,11:00,12:00,60,B,Campus-8,Morning Session,"B13, B14, B15, B16, B17, B18",6,Medium,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,68,Saturday 11:00-12:00 slot for B scheme
SLOT05355,Saturday,12:00,13:00,60,B,Campus-8,Morning Session,"B13, B14, B15, B16, B17, B18",6,Medium,High Demand,Peak Availability,False,True,False,True,True,Available,Very High,62,Saturday 12:00-13:00 slot for B scheme
SLOT05356,Saturday,13:00,14:00,60,B,Campus-8,Afternoon Session,"B13, B14, B15, B16, B17, B18",6,Low,High Demand,Peak Availability,False,False,False,True,True,Available,Very High,79,Saturday 13:00-14:00 slot for B scheme
SLOT05357,Saturday,14:00,15:00,60,B,Campus-8,Afternoon Session,"B13, B14, B15, B16, B17, B18",6,Low,High Demand,Peak Availability,False,False,False,True,True,Available,Very High,83,Saturday 14:00-15:00 slot for B scheme
SLOT05358,Saturday,15:00,16:00,60,B,Campus-8,Afternoon Session,"B13, B14, B15, B16, B17, B18",6,Low,High Demand,Peak Availability,False,False,False,True,False,Available,Medium,62,Saturday 15:00-16:00 slot for B scheme
SLOT05359,Saturday,16:00,17:00,60,B,Campus-8,Afternoon Session,"B13, B14, B15, B16, B17, B18",6,Low,Moderate,Peak Availability,False,False,False,True,False,Available,Low,82,Saturday 16:00-17:00 slot for B scheme
SLOT05360,Saturday,17:00,18:00,60,B,Campus-8,Afternoon Session,"B13, B14, B15, B16, B17, B18",4,Low,Moderate,Limited Availability,False,False,False,False,False,Available,Low,73,Saturday 17:00-18:00 slot for B scheme
SLOT05361,Monday,16:00,17:00,60,A,Campus-3,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,55,Weekly Department Meeting - Weekly
SLOT05362,Monday,16:00,17:00,60,A,Campus-15B,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,46,Weekly Department Meeting - Weekly
SLOT05363,Monday,16:00,17:00,60,A,Campus-8,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,62,Weekly Department Meeting - Weekly
SLOT05364,Monday,16:00,17:00,60,B,Campus-3,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,75,Weekly Department Meeting - Weekly
SLOT05365,Monday,16:00,17:00,60,B,Campus-15B,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,66,Weekly Department Meeting - Weekly
SLOT05366,Monday,16:00,17:00,60,B,Campus-8,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,79,Weekly Department Meeting - Weekly
SLOT05367,Tuesday,17:00,18:00,60,A,Campus-3,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,49,Weekly Faculty Development - Bi-weekly
SLOT05368,Tuesday,17:00,18:00,60,A,Campus-15B,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,55,Weekly Faculty Development - Bi-weekly
SLOT05369,Tuesday,17:00,18:00,60,A,Campus-8,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,50,Weekly Faculty Development - Bi-weekly
